1095 24
0.0000000 0.0004300 0.0001730 
0.0010333 0.0004300 0.0001595 
0.0008417 0.0004300 0.0001468 
0.0020083 0.0004300 0.0001586 
0.0000000 0.0004300 0.0001697 
0.0000000 0.0004300 0.0001654 
0.0000167 0.0004300 0.0001553 
0.0000000 0.0004300 0.0001562 
0.0000083 0.0004300 0.0001629 
0.0003917 0.0005312 0.0001705 
0.0000000 0.0005312 0.0001840 
0.0000000 0.0005312 0.0001840 
0.0000000 0.0005312 0.0001781 
0.0000000 0.0005312 0.0001832 
0.0000000 0.0005312 0.0001772 
0.0000167 0.0005312 0.0001772 
0.0000000 0.0005312 0.0001772 
0.0000000 0.0005312 0.0001823 
0.0000000 0.0005312 0.0001781 
0.0000000 0.0005262 0.0001663 
0.0000000 0.0001500 0.0001536 
0.0000000 0.0003000 0.0001595 
0.0000500 0.0003500 0.0001705 
0.0006000 0.0003000 0.0001764 
0.0002667 0.0004500 0.0001890 
0.0000000 0.0009625 0.0002068 
0.0000000 0.0009625 0.0001975 
0.0000000 0.0009625 0.0001730 
0.0000000 0.0009625 0.0001637 
0.0000000 0.0006750 0.0001545 
0.0015250 0.0010250 0.0001536 
0.0000000 0.0009475 0.0001536 
0.0000000 0.0009475 0.0001536 
0.0000000 0.0009475 0.0001536 
0.0000000 0.0009475 0.0001545 
0.0000000 0.0012100 0.0001697 
0.0000000 0.0014000 0.0001772 
0.0000000 0.0010500 0.0001772 
0.0000000 0.0013500 0.0001755 
0.0037917 0.0009500 0.0001654 
0.0001333 0.0009500 0.0001545 
0.0000000 0.0015500 0.0001536 
0.0000000 0.0021000 0.0001528 
0.0000000 0.0024000 0.0001477 
0.0000000 0.0015500 0.0001426 
0.0000000 0.0011000 0.0001545 
0.0000000 0.0006500 0.0001536 
0.0000000 0.0015250 0.0001528 
0.0000000 0.0016250 0.0001477 
0.0001250 0.0011500 0.0001426 
0.0000500 0.0004500 0.0001417 
0.0009917 0.0011500 0.0001468 
0.0013583 0.0006500 0.0001536 
0.0000000 0.0010000 0.0001485 
0.0000000 0.0004000 0.0001417 
0.0000000 0.0018500 0.0001417 
0.0000000 0.0023334 0.0001417 
0.0000000 0.0023334 0.0001308 
0.0002000 0.0027334 0.0001224 
0.0007917 0.0005000 0.0001139 
0.0001667 0.0010250 0.0001342 
0.0000000 0.0011750 0.0001299 
0.0000000 0.0010000 0.0001199 
0.0000000 0.0009000 0.0001190 
0.0000000 0.0032000 0.0001190 
0.0032583 0.0015500 0.0001291 
0.0006333 0.0012000 0.0001299 
0.0001667 0.0026500 0.0001359 
0.0000000 0.0033000 0.0001434 
0.0000000 0.0029500 0.0001325 
0.0000417 0.0011000 0.0001410 
0.0000000 0.0008000 0.0001562 
0.0000000 0.0011500 0.0001451 
0.0065833 0.0005500 0.0001434 
0.0073083 0.0004000 0.0001603 
0.0040833 0.0003000 0.0002001 
0.0010333 0.0016000 0.0002338 
0.0004667 0.0016500 0.0002329 
0.0000167 0.0009000 0.0002423 
0.0032667 0.0008500 0.0002490 
0.0034167 0.0005500 0.0002515 
0.0033167 0.0002000 0.0002414 
0.0000000 0.0012500 0.0002870 
0.0000000 0.0029000 0.0003174 
0.0000000 0.0027000 0.0003005 
0.0000583 0.0029500 0.0002912 
0.0004667 0.0037000 0.0002566 
0.0001417 0.0035500 0.0002414 
0.0014667 0.0031500 0.0002279 
0.0000583 0.0037000 0.0002194 
0.0015750 0.0030000 0.0002346 
0.0054083 0.0011000 0.0002684 
0.0045167 0.0010000 0.0004195 
0.0109083 0.0010000 0.0004263 
0.0027000 0.0019500 0.0015784 
0.0040917 0.0013500 0.0019834 
0.0000417 0.0018000 0.0014855 
0.0082667 0.0010000 0.0007031 
0.0000000 0.0027500 0.0006735 
0.0000000 0.0037500 0.0006761 
0.0000000 0.0016000 0.0006348 
0.0004417 0.0027000 0.0005503 
0.0050583 0.0019500 0.0004246 
0.0062917 0.0014500 0.0003933 
0.0000000 0.0028500 0.0005916 
0.0000000 0.0040500 0.0005740 
0.0000000 0.0040500 0.0005376 
0.0137833 0.0019500 0.0004347 
0.0010167 0.0021500 0.0006415 
0.0000000 0.0018500 0.0007951 
0.0000000 0.0045500 0.0010804 
0.0000000 0.0043000 0.0008778 
0.0024250 0.0017500 0.0005124 
0.0000000 0.0023500 0.0004482 
0.0000667 0.0020000 0.0004102 
0.0012833 0.0009000 0.0003916 
0.0011667 0.0008000 0.0003722 
0.0000000 0.0025000 0.0003410 
0.0011833 0.0039000 0.0002904 
0.0000917 0.0046500 0.0002617 
0.0000000 0.0038500 0.0002338 
0.0000000 0.0048500 0.0002177 
0.0000000 0.0054000 0.0001958 
0.0000000 0.0050500 0.0001849 
0.0003250 0.0045000 0.0001755 
0.0052333 0.0053000 0.0001663 
0.0452583 0.0027500 0.0001721 
0.0002167 0.0036500 0.0021608 
0.0000000 0.0045000 0.0051908 
0.0051667 0.0019000 0.0016459 
0.0000000 0.0035000 0.0016712 
0.0000000 0.0039000 0.0007739 
0.0000000 0.0027000 0.0005757 
0.0004000 0.0043000 0.0004608 
0.0134083 0.0021000 0.0004279 
0.0000000 0.0034000 0.0010888 
0.0183250 0.0008500 0.0005376 
0.0521417 0.0004500 0.0014601 
0.0461833 0.0004500 0.0169651 
0.0047750 0.0018000 0.0205944 
0.0000083 0.0030500 0.0078158 
0.0000000 0.0032500 0.0034268 
0.0000750 0.0042000 0.0015193 
0.0008667 0.0050000 0.0009791 
0.0104000 0.0016500 0.0009959 
0.0009083 0.0024000 0.0013252 
0.0000000 0.0041000 0.0006778 
0.0165417 0.0042000 0.0004524 
0.0111083 0.0018500 0.0010973 
0.0007583 0.0015500 0.0025068 
0.0000167 0.0013500 0.0016712 
0.0001583 0.0036500 0.0010551 
0.0006583 0.0044500 0.0006111 
0.0027167 0.0033000 0.0004313 
0.0134833 0.0018000 0.0003469 
0.0003917 0.0021500 0.0006938 
0.0000583 0.0051000 0.0007588 
0.0004167 0.0015500 0.0005596 
0.0000583 0.0035500 0.0004997 
0.0000000 0.0041500 0.0004178 
0.0008583 0.0067000 0.0003461 
0.0017667 0.0046000 0.0002836 
0.0211417 0.0020500 0.0004296 
0.0000000 0.0037000 0.0010804 
0.0069750 0.0015500 0.0008052 
0.0231167 0.0024500 0.0008161 
0.0429250 0.0005000 0.0039922 
0.0323833 0.0007000 0.0170495 
0.0018167 0.0012500 0.0193284 
0.0014750 0.0015000 0.0068451 
0.0000000 0.0026000 0.0027010 
0.0000000 0.0031500 0.0018147 
0.0001917 0.0037500 0.0012914 
0.0018083 0.0049500 0.0010128 
0.0062333 0.0014500 0.0018822 
0.0006833 0.0054500 0.0010213 
0.0000250 0.0055500 0.0015024 
0.0007250 0.0012500 0.0007132 
0.0048250 0.0036000 0.0006845 
0.0010750 0.0012000 0.0006339 
0.0021167 0.0013000 0.0007242 
0.0000417 0.0034500 0.0009031 
0.0000000 0.0036000 0.0008246 
0.0006250 0.0018000 0.0007555 
0.0039167 0.0012500 0.0007891 
0.0003750 0.0020500 0.0009031 
0.0038583 0.0008000 0.0008441 
0.0030083 0.0005500 0.0010466 
0.0000000 0.0035500 0.0010044 
0.0000000 0.0031500 0.0008863 
0.0000000 0.0023000 0.0006651 
0.0002000 0.0022500 0.0005933 
0.0472750 0.0005000 0.0005950 
0.0486333 0.0004000 0.0065075 
0.0132500 0.0002000 0.0156990 
0.0105083 0.0007000 0.0139266 
0.0000000 0.0015000 0.0057817 
0.0000000 0.0047500 0.0036040 
0.0000500 0.0052000 0.0026587 
0.0000000 0.0036500 0.0017556 
0.0058833 0.0047500 0.0010635 
0.0342333 0.0037500 0.0008694 
0.0420417 0.0009500 0.0052077 
0.0724833 0.0003500 0.0258275 
0.0315917 0.0011500 0.0385723 
0.0007000 0.0012000 0.0206789 
0.0002917 0.0016500 0.0073599 
0.0015417 0.0021000 0.0041104 
0.0001750 0.0029000 0.0027768 
0.0110333 0.0029500 0.0032410 
0.0068583 0.0015000 0.0042877 
0.0013667 0.0023000 0.0035871 
0.0000250 0.0018000 0.0030216 
0.0001417 0.0045500 0.0017049 
0.0041167 0.0035000 0.0011564 
0.0057667 0.0038000 0.0010044 
0.0033917 0.0042000 0.0023464 
0.0027167 0.0044000 0.0027600 
0.0080083 0.0042000 0.0013420 
0.0010417 0.0045000 0.0007824 
0.0005750 0.0048500 0.0007824 
0.0145750 0.0032000 0.0005359 
0.0205917 0.0010000 0.0012998 
0.0205833 0.0008000 0.0100440 
0.0030500 0.0029000 0.0091999 
0.0028833 0.0036500 0.0037981 
0.0244167 0.0018000 0.0042455 
0.0014500 0.0035000 0.0057564 
0.0180750 0.0031000 0.0025405 
0.0064833 0.0034500 0.0034521 
0.0008750 0.0048500 0.0032495 
0.0000000 0.0040000 0.0021186 
0.0000000 0.0038000 0.0018738 
0.0019167 0.0038000 0.0016712 
0.0000083 0.0041000 0.0015108 
0.0007917 0.0040000 0.0012914 
0.0072417 0.0022000 0.0012238 
0.0000000 0.0051000 0.0013252 
0.0033917 0.0047500 0.0011310 
0.0000000 0.0033000 0.0011479 
0.0008333 0.0022000 0.0010635 
0.0022917 0.0021000 0.0009959 
0.0677583 0.0006000 0.0234388 
0.0340833 0.0006500 0.0151926 
0.0034167 0.0025000 0.0118165 
0.0033417 0.0014500 0.0047266 
0.0000167 0.0037000 0.0036716 
0.0016083 0.0029000 0.0020594 
0.0094667 0.0012500 0.0016037 
0.0000000 0.0027000 0.0019412 
0.0022583 0.0027500 0.0015699 
0.0071000 0.0017000 0.0013674 
0.0000167 0.0022500 0.0022535 
0.0020917 0.0021500 0.0011732 
0.0003500 0.0016000 0.0019750 
0.0094833 0.0006500 0.0012154 
0.0269000 0.0005000 0.0023380 
0.0271750 0.0003000 0.0139266 
0.0079917 0.0007000 0.0146018 
0.0047917 0.0014000 0.0075964 
0.0005917 0.0008500 0.0055537 
0.0096500 0.0017500 0.0033424 
0.0279750 0.0005000 0.0071743 
0.0118833 0.0006000 0.0146862 
0.0010917 0.0015000 0.0144330 
0.0000000 0.0020000 0.0046169 
0.0000000 0.0024000 0.0033255 
0.0000000 0.0022000 0.0035365 
0.0064583 0.0019500 0.0026587 
0.0219917 0.0009000 0.0024561 
0.0317250 0.0003500 0.0067861 
0.0156333 0.0004000 0.0174715 
0.0063750 0.0004500 0.0158678 
0.0003667 0.0020000 0.0097064 
0.0000000 0.0024500 0.0044059 
0.0000000 0.0021500 0.0048278 
0.0010083 0.0026000 0.0030976 
0.0210750 0.0005500 0.0029542 
0.0141333 0.0004500 0.0054609 
0.0042667 0.0005000 0.0077482 
0.0007917 0.0005000 0.0047266 
0.0034167 0.0003000 0.0054694 
0.0117417 0.0004000 0.0035871 
0.0041833 0.0003500 0.0071236 
0.0024083 0.0003000 0.0053174 
0.0009333 0.0011500 0.0042708 
0.0001250 0.0012000 0.0033508 
0.0041250 0.0003500 0.0027515 
0.0020917 0.0006000 0.0024309 
0.0033333 0.0004000 0.0024393 
0.0168500 0.0003000 0.0024899 
0.0009500 0.0006000 0.0052415 
0.0000000 0.0012500 0.0032410 
0.0000000 0.0017000 0.0033508 
0.0000000 0.0016500 0.0054694 
0.0000667 0.0006500 0.0022282 
0.0000000 0.0019500 0.0016544 
0.0000000 0.0023500 0.0015615 
0.0000000 0.0012000 0.0015277 
0.0000000 0.0006000 0.0014939 
0.0000000 0.0021000 0.0014517 
0.0000000 0.0009500 0.0014096 
0.0000750 0.0017000 0.0013674 
0.0017250 0.0008000 0.0013252 
0.0069417 0.0002500 0.0012998 
0.0005333 0.0008000 0.0013505 
0.0001250 0.0008500 0.0013083 
0.0011917 0.0007500 0.0012407 
0.0000333 0.0013500 0.0011310 
0.0000000 0.0008500 0.0009959 
0.0000000 0.0008500 0.0009537 
0.0000000 0.0009500 0.0009031 
0.0000000 0.0014000 0.0009284 
0.0000000 0.0016000 0.0008778 
0.0000000 0.0014500 0.0008778 
0.0000000 0.0015000 0.0008610 
0.0059417 0.0004500 0.0008238 
0.0164667 0.0002500 0.0010888 
0.0000000 0.0008000 0.0016796 
0.0000000 0.0006000 0.0014517 
0.0000000 0.0011000 0.0009453 
0.0000000 0.0007000 0.0009284 
0.0000000 0.0012500 0.0009875 
0.0000000 0.0008500 0.0009453 
0.0000000 0.0006500 0.0009199 
0.0000000 0.0005500 0.0009115 
0.0000000 0.0016000 0.0008525 
0.0000000 0.0016000 0.0008246 
0.0007417 0.0004500 0.0009537 
0.0000000 0.0008500 0.0009537 
0.0000000 0.0005500 0.0008863 
0.0000000 0.0004500 0.0006769 
0.0000000 0.0009000 0.0007048 
0.0000000 0.0009500 0.0006913 
0.0000000 0.0008500 0.0006752 
0.0000000 0.0007500 0.0006752 
0.0000000 0.0007500 0.0006735 
0.0000000 0.0007000 0.0006457 
0.0000000 0.0008500 0.0005798 
0.0000000 0.0009500 0.0005588 
0.0000000 0.0004000 0.0005588 
0.0000000 0.0007000 0.0005621 
0.0000667 0.0005000 0.0006111 
0.0000000 0.0009500 0.0006162 
0.0000000 0.0007500 0.0005646 
0.0000000 0.0004500 0.0005537 
0.0000167 0.0008000 0.0005875 
0.0006333 0.0006438 0.0005875 
0.0000000 0.0006188 0.0005815 
0.0000000 0.0006188 0.0004837 
0.0000000 0.0004438 0.0004820 
0.0000000 0.0003938 0.0006153 
0.0000000 0.0004866 0.0009199 
0.0000000 0.0004866 0.0009706 
0.0000417 0.0004866 0.0008306 
0.0004583 0.0004804 0.0006440 
0.0005364 0.0004804 0.0006204 
0.0005833 0.0004804 0.0006162 
0.0000333 0.0004804 0.0006600 
